,title,year,vote_count,vote_average,popularity,genres,overview
2607,Deep Blue Sea,1999,616,5,7.493615,"['Action', 'Science Fiction', 'Thriller']","On a remote former submarine refueling facility called Aquatica, a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility."
30400,Allegiant,2016,2064,5,18.386172,"['Adventure', 'Science Fiction']",Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.
30398,Pixels,2015,2564,5,21.14796,"['Action', 'Comedy', 'Science Fiction']",Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.
39694,47 Meters Down,2017,548,5,52.854103,"['Drama', 'Thriller', 'Horror', 'Adventure']","Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface."
2874,Licence to Kill,1989,549,5,11.137888,"['Adventure', 'Action', 'Thriller']",James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.
1318,101 Dalmatians,1996,722,5,11.470748,"['Comedy', 'Family']","The Live action adaptation of a Disney Classic. When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement."
1311,Jingle All the Way,1996,583,5,7.898202,"['Family', 'Comedy']","Meet Howard Langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, after he misses his son's karate exposition, his son tells Howard that he wants for Christmas is an action figure of his son's television hero, he tries hard to to make it up to him. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man, now Howard must travel all over town and compete with everybody else to find a Turbo Man action figure."
30185,Aloha,2015,704,5,8.451297,"['Drama', 'Comedy', 'Romance']",A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.
30146,Trainwreck,2015,1193,5,17.310647,['Comedy'],"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy."
39920,Mechanic: Resurrection,2016,1236,5,14.288577,"['Action', 'Crime', 'Thriller']","Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents."
39932,The Magnificent Seven,2016,2358,5,13.809622,"['Adventure', 'Action', 'Western']",Seven gun men in the old west gradually come together to help a poor village against savage thieves.
39989,Masterminds,2016,600,5,9.434588,"['Action', 'Comedy', 'Crime']",A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.
29926,Hot Pursuit,2015,659,5,6.90658,"['Action', 'Comedy', 'Crime']",An uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen.
29921,Maggie,2015,604,5,12.020933,['Horror'],"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller."
2870,RoboCop 2,1990,498,5,10.969876,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']","After a successful deployment of the Robocop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the Robocop 2 project, a living God."
21815,Machete Kills,2013,642,5,9.251084,"['Action', 'Crime', 'Thriller']",Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.
24939,Dumb and Dumber To,2014,1140,5,15.402597,['Comedy'],"20 years after the dimwits set out on their first adventure, they head out in search of one of their long lost children in the hope of gaining a new kidney."
11924,Evan Almighty,2007,1194,5,9.156877,"['Fantasy', 'Comedy', 'Family']",God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.
11863,Surf's Up,2007,616,5,11.526339,"['Animation', 'Comedy', 'Family']","Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others."
17108,Priest,2011,710,5,8.259952,"['Action', 'Science Fiction', 'Fantasy', 'Thriller', 'Horror']","In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess."
11858,Hostel: Part II,2007,464,5,8.916747,['Horror'],"Following a geographical tour of Slovakia, three young American women are lured into a hostel by a handsome young man who sells them to the twisted masters, ties them up and brings upon an unthinkable world of pain."
11780,Spider-Man 3,2007,3687,5,27.614265,"['Fantasy', 'Action', 'Adventure']","The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle."
17272,Green Lantern,2011,2551,5,13.985631,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited."
17282,Mr. Popper's Penguins,2011,775,5,15.214342,"['Comedy', 'Family']","Jim Carrey stars as Tom Popper, a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable” penguins, each with its own unique personality. Soon Tom’s rambunctious roommates turn his swank New York apartment into a snowy winter wonderland — and the rest of his world upside-down."
17283,Bad Teacher,2011,1634,5,7.310686,['Comedy'],"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her."
17296,Your Highness,2011,511,5,5.67375,['Comedy'],"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom."
17357,Zookeeper,2011,509,5,11.341084,"['Comedy', 'Romance', 'Family']","A comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. The man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that Mother Nature knows best when it comes to love."
17361,Cars 2,2011,2088,5,13.693002,"['Animation', 'Family', 'Adventure', 'Comedy']",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.
11721,Blades of Glory,2007,578,5,5.956794,"['Action', 'Comedy', 'Drama']","When a much-publicized ice-skating scandal strips them of their gold medals, two world-class athletes skirt their way back onto the ice via a loophole that allows them to compete together as a pairs team."
11652,Wild Hogs,2007,666,5,11.356011,"['Action', 'Adventure', 'Comedy']","Restless and ready for adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. But complications ensue when they cross paths with an intimidating band of New Mexico bikers known as the Del Fuegos."
17498,The Smurfs,2011,1201,5,10.219758,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']","When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down."
11634,Next,2007,880,5,9.41746,"['Action', 'Science Fiction', 'Thriller']","Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm."
17599,The Change-Up,2011,753,5,6.906145,['Comedy'],"Dave is a married man with two kids and a loving wife , and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies."
11592,Ghost Rider,2007,1754,5,11.902354,"['Thriller', 'Action', 'Fantasy', 'Horror']","In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'."
17604,30 Minutes or Less,2011,537,5,9.763493,"['Action', 'Adventure', 'Comedy']","Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else..."
11864,Fantastic 4: Rise of the Silver Surfer,2007,2648,5,12.924254,"['Adventure', 'Fantasy', 'Action', 'Thriller']","The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize."
11928,I Now Pronounce You Chuck & Larry,2007,640,5,6.645799,"['Comedy', 'Romance']","Firefighters Chuck Ford and Larry Valentine are guy's guys, loyal to the core – which is why, when widower Larry asks Chuck to pose as his gay lover so that he can get domestic partner benefits for his kids, his buddy agrees. However, things get dicey when a bureaucrat comes calling, and the boys are forced to present a picture of domestic bliss."
19079,What to Expect When You're Expecting,2012,611,5,7.271503,"['Romance', 'Comedy', 'Drama']","Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners."
16842,Sucker Punch,2011,1661,5,13.779527,"['Action', 'Fantasy', 'Thriller']","A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility."
12216,The Golden Compass,2007,1347,5,11.481379,"['Adventure', 'Fantasy']","After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny."
12211,Hitman,2007,982,5,13.765241,"['Action', 'Crime', 'Drama', 'Thriller']","The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue."
16437,The Green Hornet,2011,1274,5,7.888013,"['Action', 'Crime', 'Comedy']","Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz)."
16463,Season of the Witch,2011,756,5,13.471159,"['Adventure', 'Fantasy', 'Action']","A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence."
16492,Cowboys & Aliens,2011,2054,5,10.958669,"['Action', 'Science Fiction', 'Thriller', 'Western']","A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival."
12187,Beowulf,2007,855,5,9.951195,"['Adventure', 'Action', 'Animation']","6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain."
12166,Bee Movie,2007,1208,5,8.774374,"['Family', 'Animation', 'Adventure', 'Comedy']","Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us."
12141,Saw IV,2007,938,5,12.233863,"['Horror', 'Thriller', 'Crime']","Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences."
16624,The Rite,2011,577,5,7.128117,"['Drama', 'Thriller', 'Horror']","Seminary student Michael Kovak (Colin O'Donoghue) reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest, Father Lucas (Anthony Hopkins), who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth."
16675,Gnomeo & Juliet,2011,547,5,9.244469,"['Animation', 'Family']","A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?"
16737,Drive Angry,2011,608,5,7.668829,"['Fantasy', 'Thriller', 'Action', 'Crime']","Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with Piper, a sexy, tough-as-nails waitress with a 69 Charger, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult."
12082,Good Luck Chuck,2007,454,5,7.456047,['Comedy'],"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets."
16761,Hall Pass,2011,627,5,9.13273,['Comedy'],"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality."
16763,I Am Number Four,2011,1606,5,9.388376,"['Action', 'Thriller', 'Science Fiction', 'Adventure']","A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger."
16769,Battle: Los Angeles,2011,1462,5,6.753746,"['Action', 'Science Fiction']","The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before."
16827,Red Riding Hood,2011,958,5,10.174298,"['Fantasy', 'Thriller', 'Horror']","Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them."
12019,Halloween,2007,510,5,11.607678,['Horror'],"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger"
17625,Final Destination 5,2011,892,5,12.912491,"['Horror', 'Mystery']","In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda."
11561,Norbit,2007,434,5,7.667874,['Comedy'],"A mild-mannered guy who is engaged to a monstrous woman meets the woman of his dreams, and schemes to find a way to be with her."
17688,Conan the Barbarian,2011,612,5,10.949076,"['Adventure', 'Fantasy', 'Action']","A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan (Jason Momoa) realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil."
11503,American Pie Presents: The Naked Mile,2006,507,5,8.152676,['Comedy'],"The movie will shift its focus on Erik Stifler, the cousin of Matt and Steve, a youngster who is nothing like his wild relations. Peer pressure starts to turn him to live up to the legacy of the other Stiflers when he attends the Naked Mile, a naked run across the college campus. Things get worse when he finds that his cousin Dwight is the life of the party down at the campus"
18554,Journey 2: The Mysterious Island,2012,1050,5,9.46307,"['Adventure', 'Action', 'Science Fiction']","Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island."
10814,Just My Luck,2006,512,5,6.053567,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']","Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his."
18678,This Means War,2012,1411,5,12.366641,"['Action', 'Comedy', 'Romance']",Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.
10793,The Pink Panther,2006,570,5,10.520501,"['Action', 'Comedy', 'Crime', 'Mystery', 'Family']","When the coach of the France soccer team is killed by a poisoned dart in the stadium in the end of a game, and his expensive and huge ring with the diamond Pink Panther disappears, the ambitious Chief Inspector Dreyfus assigns the worst police inspector Jacques Clouseau to the case."
10776,Final Destination 3,2006,1000,5,11.872997,"['Horror', 'Mystery']","A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate."
18735,Lockout,2012,722,5,8.772263,"['Action', 'Thriller', 'Science Fiction']","Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison."
18779,Wrath of the Titans,2012,1459,5,7.739904,['Adventure'],"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon."
18789,Iron Sky,2012,563,5,19.561767,"['Action', 'Comedy', 'Science Fiction']","In the last moments of World War II, a secret Nazi space program evaded destruction by fleeing to the Dark Side of the Moon. During 70 years of utter secrecy, the Nazis construct a gigantic space fortress with a massive armada of flying saucers."
24897,Exodus: Gods and Kings,2014,1957,5,16.320249,"['Adventure', 'Drama', 'Action']","The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues."
18833,Battleship,2012,2141,5,13.106966,"['Thriller', 'Action', 'Adventure', 'Science Fiction']","When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him."
10702,Hostel,2005,913,5,12.093928,['Horror'],"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them."
18878,The Five-Year Engagement,2012,466,5,12.84554,['Comedy'],"Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle."
10646,Fun with Dick and Jane,2005,639,5,13.473381,['Comedy'],"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge."
18924,Dark Shadows,2012,2383,5,10.665859,"['Comedy', 'Fantasy']",Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.
10645,Cheaper by the Dozen 2,2005,542,5,7.101422,['Comedy'],"Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy,"
18953,The Dictator,2012,1789,5,7.446085,['Comedy'],The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.
18973,Snow White and the Huntsman,2012,3183,5,18.751554,"['Adventure', 'Fantasy', 'Drama']","After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest."
10927,Scary Movie 4,2006,779,5,13.096692,['Comedy'],"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them."
18395,Haywire,2011,508,5,9.574817,"['Action', 'Thriller']","Mallory Kane is a highly trained operative who works for a government security contractor in the dirtiest, most dangerous corners of the world. After successfully freeing a Chinese journalist held hostage, she is double crossed and left for dead by someone close to her in her own agency. Suddenly the target of skilled assassins who know her every move, Mallory must find the truth in order to stay alive."
10957,RV,2006,503,5,11.511424,['Comedy'],"Climbing aboard their mammoth recreational vehicle for a cross-country road trip to the Colorado Rockies, the McNeive family – led by dysfunctional patriarch, Bob – prepares for the adventure of a lifetime. But spending two weeks together in one seriously small space has a way of cramping their style."
18063,Tower Heist,2011,945,5,7.762917,"['Action', 'Comedy']","A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse."
11405,Happy Feet,2006,1457,5,15.088318,"['Animation', 'Comedy']","Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!"
17979,The Three Musketeers,2011,945,5,6.303466,"['Adventure', 'Action', 'Thriller']",The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.
11130,Miami Vice,2006,494,5,11.72545,"['Action', 'Adventure', 'Crime', 'Thriller']",Miami Vice is a feature film based on the 1980s action drama TV series. The film tells the story of vice detectives Crockett and Tubbs and how their personal and professional lives are dangerously getting mixed.
11124,World Trade Center,2006,461,5,13.332102,"['Drama', 'History', 'Thriller']","On September, 11th 2001, after the terrorist attack to the World Trade Center, the building collapses over the rescue team from the Port Authority Police Department. Will Jimeno and his sergeant John McLoughlin are found alive trapped under the wreckage while the rescue teams fight to save them."
17996,Paranormal Activity 3,2011,685,5,10.996308,['Horror'],"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home."
18007,Abduction,2011,987,5,10.512109,"['Thriller', 'Action', 'Mystery']",A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.
11120,Snakes on a Plane,2006,504,5,7.418574,"['Action', 'Crime', 'Horror', 'Thriller']","America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors."
11067,Superman Returns,2006,1429,5,13.284712,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']","Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel."
18297,Alvin and the Chipmunks: Chipwrecked,2011,499,5,8.066393,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']","Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems."
18100,Immortals,2011,898,5,10.363671,"['Fantasy', 'Action', 'Drama']","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity."
11055,Garfield: A Tail of Two Kitties,2006,477,5,7.217377,"['Animation', 'Comedy', 'Family']","Garfield is back and this time Garfield and his canine sidekick Odie follows their owner, Jon Arbuckle, to England, the U.K. may never recover, as Garfield is mistaken for a look-alike, regal cat who has inherited a castle."
18150,The Twilight Saga: Breaking Dawn - Part 1,2011,2622,5,25.9725,"['Adventure', 'Fantasy', 'Romance']","The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world. Bella soon discovers she is pregnant, and during a nearly fatal childbirth, Edward finally fulfills her wish to become immortal. But the arrival of their remarkable daughter, Renesmee, sets in motion a perilous chain of events that pits the Cullens and their allies against the Volturi, the fearsome council of vampire leaders, setting the stage for an all-out battle."
18238,Bullet to the Head,2013,490,5,8.26008,"['Action', 'Crime', 'Thriller']","After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy."
10974,The Break-Up,2006,851,5,6.327193,"['Romance', 'Comedy']","Cohabitating couple Gary and Brooke find their once-blissful romance on the rocks when petty spats about lemons and dirty dishes mushroom into an all-out battle for custody of their upscale Chicago condo. An escalating argument ensues as Gary and Brooke continue to live under the same roof, all while cooking up schemes to drive each other off the premises."
18288,New Year's Eve,2011,744,5,6.948818,"['Comedy', 'Romance']",The lives of several couples and singles in New York intertwine over the course of New Year's Eve.
10971,Poseidon,2006,594,5,6.581669,"['Adventure', 'Action', 'Drama', 'Thriller']","A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives."
16346,Little Fockers,2010,1092,5,9.73941,"['Comedy', 'Romance']","It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house."
12218,Alvin and the Chipmunks,2007,1212,5,11.805233,"['Comedy', 'Music', 'Family', 'Fantasy', 'Animation']","A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore."
